,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
128,55983,001979.XSHE,2024-12-31,2025-03-18,2024-12-31,0.4457,2449251766.33,11016393356.95,3856152490.41,3.5007,2.123,0.4736,2.3409,14.6053,93.8438,5.0296,2.3409,2.2433,1.1755,1.0856,121.1972,42.4236,60.6465,90.0913,17.862000000000002,290.1457,2.2513,,2.2513,,-36.5391,,-53.9996,,-36.0927,
129,55984,603223.XSHG,2024-12-31,2025-03-18,2024-12-31,0.2171,152932163.39,189421422.75,-6800535.98,4.1033,4.0467,2.906,7.6823,13.9763,90.5395,8.9542,7.6823,0.3018,4.1324,-0.3264,105.5515,-3.7895,98.6225,143.6035,13.0802,138.2606,-46.6909,,-46.6909,,28.1417,,30.8572,,31.9834,
130,55985,603186.XSHG,2024-12-31,2025-03-18,2024-12-31,-0.6861,-118608754.86,-105291663.46,-5432881.74,-6.4819,-7.8908,-1.6348,-2.5179,10.1577,102.7244,-2.6984,-2.5179,2.4483,2.9086,1.8261,101.1513,5.2192,121.73700000000001,87.07700000000001,4.3698,-160.3929,14.9703,,14.9703,,33.9733,,19.1706,,19.1576,
131,55986,600794.XSHG,2024-12-31,2025-03-18,2024-12-31,0.1731,180599104.89,255582531.74,47808324.37,8.1517,7.018,6.2223,25.7559,45.7985,71.5982,32.1821,25.7559,1.5154,11.7364,0.6404,88.4974,16.554000000000002,86.09200000000001,116.639,92.1519,324.45799999999997,-39.9572,,-39.9572,,-13.669,,-14.7347,,-16.8334,
132,55987,002282.XSHE,2024-12-31,2025-03-18,2024-12-31,0.364,177569721.16,248586705.39,11523673.35,5.48,5.0748,4.8524,11.404000000000002,27.1946,85.2154,13.2756,11.404000000000002,3.2087,5.13,-0.4416,111.8392,5.1845,92.6068,76.3288,9.9516,67.3108,4.6498,,4.6498,,66.5393,,46.1332,,48.9,
133,55988,605058.XSHG,2024-12-31,2025-03-18,2024-12-31,0.99,123484029.39,147412929.26,19389614.95,8.4746,7.3957,5.781000000000001,10.9434,21.993000000000002,88.5992,12.0285,10.9434,1.536,5.2738,-1.9033,94.7144,12.458,87.2687,86.3717,21.1368,185.3973,19.4518,,19.4518,,9.6034,,6.4503,,6.4503,
134,55990,603259.XSHG,2024-12-31,2025-03-18,2024-12-31,3.2723,9988102785.24,11899163153.0,791119956.58,16.6152,17.5607,12.425999999999998,24.3817,41.4789,69.67699999999999,29.5101,24.3817,1.8995,7.3375,-2.0047,103.11399999999999,6.8556,105.6908,104.5405,31.6159,104.2638,-2.7252,,-2.7252,,-2.4604,,-1.3662,,-1.6284,
135,55991,600583.XSHG,2024-12-31,2025-03-18,2024-12-31,0.4889,1808686100.0,2063763100.0,308517600.0,8.4659,7.0844,4.7797,7.2987,12.284,93.1103,8.802,7.2987,0.115,1.2038,-0.4876,77.0735,11.5219,83.6814,106.9597,12.8537,186.5645,-2.5937,,-2.5937,,38.5367,,34.1006,,33.3779,
136,55992,300788.XSHE,2024-12-31,2025-03-18,2024-12-31,0.6241,157999286.14,209203981.99,-2569856.28,5.5585,7.4006,3.5358,6.9632,38.9591,87.6026,9.2294,6.9632,18.8064,7.7095,-1.0078,131.0266,-1.6095,133.1397,105.0508,9.6131,77.541,-1.7168,,-1.7168,,107.2939,,-1.7254,,1.9892,
137,55993,000423.XSHE,2024-12-31,2025-03-18,2024-12-31,2.4178,1441714437.09,1736314474.67,65977226.85,14.808,13.7116,11.7997,26.3001,72.4185,70.6743,31.2247,26.3001,33.3252,7.5322,-1.9881,93.5519,3.5548,92.5956,103.9027,36.6642,125.024,25.5663,,25.5663,,35.9082,,35.1889,,35.288000000000004,
138,55994,688373.XSHG,2024-12-31,2025-03-18,2024-12-31,-0.6726,-459172377.19,-451325556.56,17081843.88,-69.2432,-72.1421,-43.6856,-338.3065,82.8013,446.4466,-333.5223,-338.3065,84.8155,50.8897,10.3124,103.8696,-3.9313,104.1866,104.8296,-343.265,99.0816,43.5095,,43.5095,,-5.7398,,-4.6534,,-4.6534,
139,55995,000099.XSHE,2024-12-31,2025-03-18,2024-12-31,0.3909,301257490.3,348727809.75,-2595862.1,5.8182,5.7804,4.3364,13.4015,23.041999999999998,83.88,18.2109,13.4015,0.4274,5.5851,0.5732,88.8027,-0.6609999999999999,99.3495,100.0332,28.3343,175.7709,9.8294,,9.8294,,30.1667,,22.016,,26.8091,
140,55996,002233.XSHE,2024-12-31,2025-03-18,2024-12-31,0.4512,341231854.06,406960585.94,320844004.55,4.5002,2.8547,4.0984,12.9268,22.1437,90.486,17.0567,12.9268,2.2491,9.0273,-0.8953,57.4246,45.2731,63.43600000000001,112.4666,19.866,208.8085,-22.7138,,-22.7138,,-24.7126,,-26.2056,,-27.4572,
141,55997,688582.XSHG,2024-12-31,2025-03-18,2024-12-31,0.5546,211727800.0,201545550.89,19103431.33,10.0253,9.5539,9.751,54.9251,85.0321,50.1745,55.0816,54.9251,2.6853,7.5354,-3.0809,90.7154,8.5984,95.2984,93.1249,41.1692,82.6268,27.5684,,27.5684,,34.641999999999996,,34.3259,,34.3259,
142,55999,603061.XSHG,2024-12-31,2025-03-19,2024-12-31,1.308,67736509.73,89310233.53,5434022.54,5.7811,4.9896,4.9304,19.2987,47.46,78.0384,20.8835,19.2987,8.0226,7.5601,-1.0959999999999999,105.2554,6.4042,86.3089,83.7427,14.5048,66.0463,17.1157,,17.1157,,-8.479,,-7.4446,,-7.4446,
143,56001,600730.XSHG,2024-12-31,2025-03-19,2024-12-31,0.0834,9358344.91,40006668.24,14687519.73,2.7371,0.5237,2.5308,34.7249,77.1663,73.4335,39.0137,34.7249,14.9028,30.5928,-8.3439,68.9956,25.3301,19.1343,101.6609,18.8014,70.7708,22.2545,,22.2545,,1285.4694,,12315.2608,,1928.0267,
144,56002,600660.XSHG,2024-12-31,2025-03-19,2024-12-31,2.8731,7445999659.0,8843211713.0,-70027899.0,22.3418,22.1869,12.5188,19.1178,36.2298,77.4705,23.1202,19.1178,3.0069,7.3584,-1.6680000000000001,98.3582,-0.7789,99.3068,96.2271,21.8136,96.8221,18.3669,,18.3669,,33.6279,,33.3078,,33.1966,
145,56003,603199.XSHG,2024-12-31,2025-03-19,2024-12-31,1.6806,176199211.24,231489818.17,11970946.95,12.6844,12.0155,10.1408,24.3327,50.2127,69.7176,32.3163,24.3327,5.2264,12.7678,-0.1156,93.669,4.8439,94.7265,107.8315,34.3217,113.3388,5.6382,,5.6382,,5.5539,,6.4984,,6.4984,
146,56004,600871.XSHG,2024-12-31,2025-03-19,2024-12-31,0.0333,133487000.0,541136000.0,17000.0,7.5768,1.6013,0.8283,0.7788,7.8103,99.3327,1.2781,0.7788,0.1042,2.9664,0.8996,47.7815,0.0015,21.1345,97.3456,3.8237,573.0267,1.3944,,1.3944,,15.172,,7.1943,,7.1943,
147,56005,300159.XSHE,2024-12-31,2025-03-19,2024-12-31,-0.2121,-322717933.94,-248341420.41,650095.41,268.637,272.1365,-12.437999999999999,-51.1561,17.6055,137.3492,-45.6644,-51.1561,4.0116,21.8472,20.4733,77.5369,-0.203,101.3027,122.8403,28.3011,-75.7744,-44.157,,-44.157,,-184.8887,,-127.98899999999999,,-139.1549,
148,56006,300388.XSHE,2024-12-31,2025-03-19,2024-12-31,0.5384,366325673.09,589817077.99,-27217713.21,8.4555,8.4476,2.4212,10.1631,29.0109,84.6296,12.0378,10.1631,1.5586,4.6227,5.979,125.2774,-5.7811,99.9067,85.3443,19.4039,126.2413,-7.0419,,-7.0419,,-0.9987,,-8.2265,,-6.5448,
149,56007,300294.XSHE,2024-12-31,2025-03-19,2024-12-31,0.7873,301566307.78,455636616.37,78644157.63,5.3623,4.0733,4.8864,22.8559,64.6543,73.7371,27.509,22.8559,24.185,10.7594,-1.4741,95.3786,16.4626,75.9629,92.359,17.2794,65.7939,-34.5808,,-34.5808,,34.3528,,59.7949,,67.1786,
150,56008,002852.XSHE,2024-12-31,2025-03-19,2024-12-31,0.5143,122230989.62,199925483.27,46079435.26,8.6,5.9418,4.0622,3.0138,9.5654,96.6357,3.9142,3.0138,2.5851,1.4959,1.7138,85.5328,19.7139,69.0906,116.2728,53.2221,1581.9604,-15.117,,-15.117,,205.2528,,113.0426,,133.4958,
151,56009,600589.XSHG,2024-12-31,2025-03-19,2024-12-31,-0.015,-85178456.63,-82062019.88,63471593.79,-3.4291,-13.1974,-1.1924,-5.3497,12.2301,120.2439,1.0944,-5.3497,1.7499,19.0324,5.46,345.4589,-267.1983,384.8659,105.94,6.0675,-29.9719,10.5061,,10.5061,,-95.6563,,-126.2145,,-126.8028,
152,56010,605028.XSHG,2024-12-31,2025-03-19,2024-12-31,1.0733,154756224.83,162178901.53,23625719.34,12.8401,11.5713,11.130999999999998,47.8099,62.7081,54.8478,55.1509,47.8099,0.1873,13.7335,-1.0262,81.9145,11.933,90.1186,109.8159,64.0648,141.8865,-0.6385,,-0.6385,,-6.8624,,-8.7402,,-8.7402,
153,56011,600050.XSHG,2024-12-31,2025-03-19,2024-12-31,0.284,6698958565.0,20600107655.0,4715272547.0,5.5725,4.1339999999999995,3.0847,5.2878,23.4204,94.7124,5.8265,5.2878,9.4907,6.0074,-0.0712,82.0999,18.7923,74.1864,101.11,23.4234,442.9832,4.5605,,4.5605,,-0.6281,,10.089,,10.4888,
154,56012,688584.XSHG,2024-12-31,2025-03-19,2024-12-31,0.1815,107515700.0,135603449.58,212160.07,3.4858,3.1029,2.93,10.8938,29.0428,87.7695,12.302,10.8938,0.8285,7.2885,-1.1566,99.8631,0.1562,89.0153,98.774,40.4273,330.5462,-17.7601,,-17.7601,,-46.3199,,-51.0723,,-51.0723,
155,56014,601886.XSHG,2024-12-31,2025-03-20,2024-12-31,0.5628,418898938.32,1233670783.39,117948781.49,8.8398,5.8068,2.6531,3.4439,16.0445,94.4939,4.104,3.4439,1.3582,5.4937,0.4684,135.0461,12.9115,65.6894,106.0132,7.2573,131.8054,6.9266,,6.9266,,1.5105,,3.8763,,-5.0681,
156,56015,688111.XSHG,2024-12-31,2025-03-20,2024-12-31,3.5567,1556338879.94,1237166515.49,351545768.24,15.4436,14.6105,11.077,32.3245,85.1438,75.8405,33.9993,32.3245,19.3588,7.8632,-0.3088,70.6782,20.0835,94.6056,116.1455,42.8753,177.4679,12.3985,,12.3985,,24.3091,,25.9287,,24.8413,
157,56016,300896.XSHE,2024-12-31,2025-03-20,2024-12-31,6.4694,1871694735.68,2171439781.74,99013033.69,27.679000000000002,26.4644,25.7534,64.658,94.6387,28.2327,75.703,64.658,9.1471,4.0594,-1.0337,95.1953,4.3407,95.6119,108.0489,63.6942,88.751,5.4479999999999995,,5.4479999999999995,,6.1305,,5.4676,,5.3335,
158,56017,002714.XSHE,2024-12-31,2025-03-20,2024-12-31,3.2733,18746855671.39,16907108029.3,99796320.05,26.5183,27.802,9.8812,13.7191,19.0511,87.7438,14.505999999999998,13.7191,0.7943,2.4152,2.157,89.4723,0.5281,104.8408,101.1777,27.2156,222.0549,24.4326,,24.4326,,636.2009,,554.0701,,519.4249,
159,56018,600063.XSHG,2024-12-31,2025-03-20,2024-12-31,0.1757,323046265.1,268107887.89,28833815.31,4.5003,3.9322,2.4149,4.4355,13.0139,96.6612,5.2119,4.4355,0.4622,3.5965,-0.6569,63.5148,6.8307,87.3765,106.4263,4.6383,138.9187,-2.8155,,-2.8155,,8.407,,6.1618,,8.2001,
160,56019,002255.XSHE,2024-12-31,2025-03-20,2024-12-31,0.45399999999999996,360772357.92,429936975.1,-98993.48,9.8107,9.3822,5.6782,13.6005,25.2918,84.5828,15.8269,13.6005,1.6499,3.6503,-0.3859,99.0956,-0.0228,95.6322,100.5316,24.5172,159.025,-0.2336,,-0.2336,,7.2528,,8.8195,,10.8593,
161,56020,600810.XSHG,2024-12-31,2025-03-20,2024-12-31,0.033,-92395867.64,4053882.69,34450947.88,0.4412,-1.2158,0.4467,0.9609,11.1866,99.971,1.6316,0.9609,0.7271,3.7784,2.2594,1.8298,15.55,-275.5638,80.04899999999999,2.2714,7826.4867,4.0808,,4.0808,,-37.5904,,-50.0631,,-77.5655,
162,56021,600750.XSHG,2024-12-31,2025-03-20,2024-12-31,1.2531,749175142.75,974144107.9,-11455784.36,20.2814,19.2774,13.3315,19.4007,63.5213,78.0373,23.1836,19.4007,33.7038,5.1629,-1.6982,94.9817,-1.117,95.0498,98.1788,17.7266,80.7121,-2.5863,,-2.5863,,12.6519,,9.3392,,9.6743,
163,56022,300456.XSHE,2024-12-31,2025-03-20,2024-12-31,-0.2322,-190715861.54,-227601945.52,13354776.75,-3.3710000000000004,-3.7819,-3.5767,-21.1881,35.1058,118.8926,-21.1068,-21.1881,2.4325,12.3084,0.9968,89.5138,-5.2523,112.1897,109.1556,29.5169,-156.2353,-7.3069,,-7.3069,,-901.8997,,-454.2814,,-264.0661,
164,56023,688433.XSHG,2024-12-31,2025-03-20,2024-12-31,0.1623,54825125.64,54309580.06,-2720070.96,3.4708,2.8313,2.7856,13.6609,47.4507,88.9607,11.950999999999999,13.6609,12.7929,8.4286,-3.42,81.8056,-4.0972,81.5766,88.8413,6.7454,61.1035,-18.8227,,-18.8227,,-57.3195,,-48.76,,-48.76,
165,56024,600282.XSHG,2024-12-31,2025-03-20,2024-12-31,0.3667,2182598181.72,2252805021.12,-57852170.74,8.6008,8.3035,3.0816,3.5469,11.912,96.3553,4.2152,3.5469,0.6964,2.2048,0.9348,87.2735,-2.2412,96.5425,111.3233,5.2106,142.9645,-14.7942,,-14.7942,,-3.1872,,-2.3305,,6.3741,
166,56025,600511.XSHG,2024-12-31,2025-03-20,2024-12-31,2.6509,1996141089.85,2193563044.64,495964447.72,12.1574,12.1331,6.3216,4.2093,7.1055,95.6647,5.2916,4.2093,1.5913,0.9122,-0.1345,82.6633,18.6902,99.8007,107.9653,3.2791,75.6358,1.8138,,1.8138,,-9.066,,-8.7682,,-6.7974,
167,56026,600769.XSHG,2024-12-31,2025-03-20,2024-12-31,0.0342,7124933.01,13600796.95,4021619.58,13.2698,7.3789,4.1384,16.9194,27.8046,82.0404,22.3987,16.9194,,9.3912,-0.3764,75.3482,22.2797,55.6068,101.8989,78.5233,437.2221,13.7137,,13.7137,,0.5822,,5.3765,,5.3765,
168,56027,002536.XSHE,2024-12-31,2025-03-20,2024-12-31,0.5735,349794864.64,314109055.02,-1478234.11,10.0397,10.6541,6.3018,6.9265,21.5439,93.3497,7.2008,6.9265,2.3091,6.584,-0.4414,96.7273,-0.4552,106.1194,92.6713,8.0612,121.2149,15.3444,,15.3444,,37.0199,,35.6729,,25.9193,
169,56028,002080.XSHE,2024-12-31,2025-03-20,2024-12-31,0.5315,383550277.89,582169130.29,77741403.11,4.803999999999999,2.066,1.9258,4.6878,17.0221,97.5727,4.8378,4.6878,1.0253,5.728,1.5719999999999998,47.6819,6.3673,43.0053,92.5709,15.0105,618.3935,-7.3719,,-7.3719,,-61.0616,,-58.5885,,-59.8856,
170,56029,600176.XSHG,2024-12-31,2025-03-20,2024-12-31,0.6107,1788227480.09,2451221219.38,31428859.18,8.3323,6.0945,4.7973,15.9527,25.0261,84.5405,18.955,15.9527,1.2532,2.1674,1.3728,81.6234,1.0466,73.1437,75.7871,12.8175,82.9102,6.5876,,6.5876,,-20.4032,,-19.8869,,-19.6958,
171,56030,603162.XSHG,2024-12-31,2025-03-20,2024-12-31,0.5988,504490535.86,514385327.54,4249359.73,14.1583,13.0099,10.5885,15.0057,18.1582,85.941,15.0754,15.0057,1.7343,1.4887,0.7716,91.5301,0.7561,91.8885,100.7832,27.7482,197.37,114.5472,,114.5472,,193.3858,,196.7004,,196.7004,
172,56031,600688.XSHG,2024-12-31,2025-03-20,2024-12-31,0.0296,338003000.0,499461000.0,174984000.0,1.2694,1.3557,0.7922,0.3701,17.3156,99.4268,0.5351,0.3701,0.2572,1.8175,-0.1968,116.4693,40.8045,106.794,110.2746,8.8835,1549.76,-6.3225,,-6.3225,,127.7997,,122.8891,,122.5127,
173,56032,603588.XSHG,2024-12-31,2025-03-20,2024-12-31,0.3163,323796215.08,454993559.31,195506056.55,5.2526,3.5299,2.0112,3.7417,14.4295,96.86200000000001,4.2771,3.7417,0.6737,3.5237,3.1087,74.8518,32.1631,67.2031,109.0087,5.2382,166.9276,37.042,,37.042,,9.809,,6.7613,,-4.5229,
174,56033,605008.XSHG,2024-12-31,2025-03-20,2024-12-31,0.1459,68749728.43,70414503.77,-2840193.77,4.6554,3.3968,1.9078,2.5881,9.1998,98.0622,2.6635,2.5881,0.3649,1.3639,2.0559,72.8274,-2.9375,72.965,78.182,9.5946,495.1211,156.6275,,156.6275,,-6.1763,,-0.9045,,-0.8279,
175,56034,002455.XSHE,2024-12-31,2025-03-20,2024-12-31,0.1829,81797505.39,69093397.33,3581123.4,5.6553,4.2566,-0.7585,-1.5769,10.14,98.7564,-0.8801,-1.5769,0.6017,1.5547,3.7089999999999996,-144.684,-7.499,75.2669,83.1309,17.2037,1383.4027,35.1008,,35.1008,,92.5498,,84.6331,,123.3149,
176,56035,601799.XSHG,2024-12-31,2025-03-20,2024-12-31,4.9296,1360884159.94,1466328600.51,47201604.88,14.5834,14.0926,8.8799,10.6262,19.2838,88.9358,12.0283,10.6262,0.4209,2.2912,0.0838,92.0814,2.9641,96.6345,94.8726,6.8605,62.0064,29.3165,,29.3165,,32.908,,27.7781,,27.7781,
177,56036,603697.XSHG,2024-12-31,2025-03-20,2024-12-31,0.3679,125547416.95,148077039.55,39010737.81,8.7175,6.9566,7.8091,13.3066,28.9663,87.4758,15.725999999999999,13.3066,10.6449,4.2767,0.0096,79.3936,20.9162,79.8,104.022,19.3272,154.3189,22.3673,,22.3673,,34.4748,,35.4444,,35.4444,
178,56037,601318.XSHG,2024-12-31,2025-03-20,2024-12-31,6.9525,117392000000.0,171649000000.0,150497000000.0,13.8549,12.8465,1.1958,14.2608,,83.3176,16.6824,14.2608,,7.8211,,12.4062,88.2706,92.7216,,37.1722,222.8233,12.5998,,12.5998,,42.0312,,34.2799,,47.7931,
179,56038,002766.XSHE,2024-12-31,2025-03-20,2024-12-31,0.0697,49892212.33,52878360.81,9724214.67,7.9236,6.5813,4.8329,4.2177,21.7468,96.2171,5.2326,4.2177,3.3765,9.0317,-1.1981,82.34700000000001,15.1434,83.0601,113.9027,1.26,33.3083,10.9498,,10.9498,,111.8286,,85.8986,,84.2576,
180,56039,002760.XSHE,2024-12-31,2025-03-20,2024-12-31,-0.5633,-71109716.22,-38786551.97,5374017.04,-7.0887,-8.2867,-4.4192,-10.3437,14.4422,106.5955,-9.9374,-10.3437,5.7385,9.8953,-0.0452,66.5585,-9.2219,116.9001,107.1308,7.6244,-115.6,-14.87,,-14.87,,17.825,,-2.0013,,-2.0013,
181,56040,600062.XSHG,2024-12-31,2025-03-20,2024-12-31,1.5668,1432147436.57,1611474728.89,153496651.28,14.3911,12.662,9.4629,14.7235,57.2688,85.6267,16.3619,14.7235,28.405,8.5713,-0.3197,86.3283,8.222999999999999,87.985,93.4804,16.2788,113.2575,-0.8711,,-0.8711,,-2.4837,,-0.8023,,-2.5542,
182,56041,600727.XSHG,2024-12-31,2025-03-20,2024-12-31,0.4937,268361275.76,444320323.57,-630528.41,8.458,8.6973,4.1549,6.2444,12.0622,92.2678,7.3225,6.2444,0.4183,2.0593,-0.005,104.9233,-0.1489,102.8294,91.60600000000001,3.4049,44.0354,15.0625,,15.0625,,130.6113,,128.3392,,157.2819,
183,56043,000156.XSHE,2024-12-31,2025-03-20,2024-12-31,0.2882,372788591.6,441762557.46,143051529.1,3.5887,2.5053,1.8582,5.7673,30.4084,95.2977,5.4123,5.7673,10.4255,9.5165,-1.3619999999999999,81.6069,26.4259,69.8106,103.4187,20.6495,439.1354,-3.2172,,-3.2172,,-27.230999999999998,,-23.0034,,-22.4967,
184,56044,000708.XSHE,2024-12-31,2025-03-20,2024-12-31,1.0155,4974802510.9,5374076802.63,219290346.32,12.8882,12.509,4.7097,4.9069,12.8463,95.0788,5.442,4.9069,0.6032,1.7968,0.7443,90.7232,3.702,97.0574,84.5945,9.8363,199.87599999999998,-4.2237,,-4.2237,,-9.0075,,-9.149,,-10.4098,
185,56045,000823.XSHE,2024-12-31,2025-03-20,2024-12-31,0.4018,201303353.21,274409757.39,16559400.38,4.5969,4.2887,3.0631,4.4866,17.4815,95.23299999999999,4.6886,4.4866,2.3677,4.6949,0.0953,101.46,6.1227,93.2959,71.2229,8.093,169.7702,5.48,,5.48,,1.6218,,12.9962,,10.0912,
186,56047,300765.XSHE,2024-12-31,2025-03-21,2024-12-31,0.0383,42341882.94,-236996623.01,-887045.98,1.1924,0.9397,-4.4939,-15.308,41.972,111.965,-11.0231,-15.308,7.7872,4.149,-2.1639,107.0925,0.4008,78.8103,85.8015,-62.3528,521.1274,-21.9781,,-21.9781,,-183.4804,,-341.2823,,-87.6331,
187,56048,300050.XSHE,2024-12-31,2025-03-21,2024-12-31,-0.1366,-83796488.44,-38192311.63,14073588.17,-17.2399,-19.4173,-10.4288,-26.3213,24.4318,113.5545,-17.7382,-26.3213,10.0827,18.9648,-0.2753,69.8139,-25.7259,112.6297,91.7295,-24.3704,179.7959,-22.2003,,-22.2003,,69.5576,,65.4513,,65.4073,
188,56049,002387.XSHE,2024-12-31,2025-03-21,2024-12-31,-1.7936,-3101563110.12,-3411532515.58,526312035.55,-36.6085,-45.3207,-7.8156,-38.0392,-7.882000000000001,143.0278,-38.5773,-38.0392,1.9473,7.0388,10.8236,111.4001,-17.1862,123.7983,109.9187,4.6123,-10.7194,33.8005,,33.8005,,39.4059,,33.5558,,32.7629,
189,56050,600941.XSHG,2024-12-31,2025-03-21,2024-12-31,6.4328,122715000000.0,161059000000.0,27827000000.0,10.3916,9.2157,6.8744,13.3101,29.016,84.5249,16.938,13.3101,5.2427,5.4707,-0.2397,90.2853,15.5991,88.6842,103.5965,30.3376,196.0406,3.116,,3.116,,4.8579,,4.9956,,5.0142,
190,56051,002148.XSHE,2024-12-31,2025-03-21,2024-12-31,0.0467,12026460.37,11854303.61,18468991.11,2.1415,0.9836,2.0191,9.8501,38.8397,95.7907,11.1085,9.8501,13.1416,9.6119,-0.2389,38.2242,59.5532,45.9274,104.2576,-2.4528,-58.2716,6.153,,6.153,,8.5919,,11.4506,,14.4457,
191,56052,002393.XSHE,2024-12-31,2025-03-21,2024-12-31,0.7155,102997849.18,124630196.78,103078642.65,3.8152,2.1295,3.2156,13.9176,55.0679,90.6725,16.5887,13.9176,27.473000000000003,10.3105,-3.2627,57.7128,47.7329,55.8168,95.0744,6.6058,70.8202,15.8817,,15.8817,,-47.2016,,-48.6052,,-49.0011,
192,56053,002313.XSHE,2024-12-31,2025-03-21,2024-12-31,-0.3572,-127100594.17,-128042061.81,8849873.4,-100.1927,-95.2226,-3.8396,-4.4931,17.6535,104.3,-2.7951,-4.4931,3.2379,6.3315,3.3327,95.1594,-6.5771,95.0395,112.001,1.403,-32.629,5.2248,,5.2248,,77.4934,,63.3205,,63.3128,
