,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
193,56054,600423.XSHG,2024-12-31,2025-03-21,2024-12-31,0.0378,33675251.18,34844652.6,0.0,5.6923,6.3526,5.2476,18.2998,21.3084,78.8685,20.8592,18.2998,0.4984,6.7411,-8.2754,117.8161,0.0,111.5989,75.308,31.2969,148.1052,16.2018,,16.2018,,22.016,,-58.8058,,-58.8058,
194,56055,601666.XSHG,2024-12-31,2025-03-21,2024-12-31,0.9493,2340284890.17,3331546620.49,103756055.97,8.8806,8.8456,3.3035,8.4379,26.0358,88.99799999999999,11.665,8.4379,0.7646,3.3501,4.2368,96.3309,3.0001,99.6053,113.969,18.9003,171.7895,-4.2518,,-4.2518,,-38.421,,-40.1189,,-41.411,
195,56056,301020.XSHE,2024-12-31,2025-03-21,2024-12-31,0.5594,78317155.09,95666077.89,3265068.97,8.9044,8.5149,6.8572,15.5462,29.6355,81.8406,17.5072,15.5462,3.5653,5.2228,-2.6019,103.2917,3.5253,95.6257,101.4915,14.7372,81.1546,2.8365,,2.8365,,12.9729,,13.1825,,13.1825,
196,56057,002014.XSHE,2024-12-31,2025-03-21,2024-12-31,0.7637,440451902.53,491996544.46,21993918.21,18.5367,17.4548,11.4693,13.3674,23.781,86.0445,14.9985,13.3674,1.6541,3.4046,-0.1422,92.8134,4.1491,94.1634,99.066,13.0892,93.7924,4.3408,,4.3408,,14.8616,,13.7656,,14.6326,
197,56058,600582.XSHG,2024-12-31,2025-03-21,2024-12-31,0.6335,2446815785.19,3205847962.17,252771771.99,11.0691,10.3307,6.2376,11.2888,30.5429,89.4982,13.0816,11.2888,3.445,8.4865,-0.4059,80.1064,6.3162,93.3295,77.4282,16.7264,159.2715,2.0015,,2.0015,,4.8005,,8.4221,,11.1659,
198,56059,603866.XSHG,2024-12-31,2025-03-21,2024-12-31,0.3264,497436278.36,671091833.11,15831547.12,10.2173,9.7349,7.3938,8.5768,23.3878,88.9753,11.385,8.5768,7.9171,2.2403,0.5336,95.8193,2.2604,95.279,112.7769,16.3918,148.6828,-9.9343,,-9.9343,,-5.4995,,-9.0517,,-9.0517,
199,56060,300506.XSHE,2024-12-31,2025-03-21,2024-12-31,-0.1883,-152764442.24,-82192155.83,19467793.89,-108.8778,-127.0133,-14.8518,-112.1398,23.0626,170.31400000000002,-112.4929,-112.1398,12.1049,50.5937,26.3664,62.7021,-14.8514,116.6568,166.5338,5.0875,-7.2353,44.0874,,44.0874,,55.7441,,65.185,,65.2154,
200,56061,603160.XSHG,2024-12-31,2025-03-21,2024-12-31,1.3174,558077837.22,583032189.29,19159600.62,7.2011,6.6569,6.0275,13.799000000000001,41.7927,86.6734,15.2636,13.799000000000001,4.3458,4.0533,-2.3813,87.2858,2.8684,92.4431,110.3599,24.5185,183.9818,-0.7509999999999999,,-0.7509999999999999,,730.7303,,265.7662,,265.7563,
201,56062,000915.XSHE,2024-12-31,2025-03-21,2024-12-31,2.2003,490931743.38,1174103109.64,30355450.61,17.497,16.66,19.864,47.1323,83.8322,44.9938,55.2417,47.1323,19.5415,4.0831,-1.255,99.65,2.5764,95.2165,132.352,43.5517,79.176,-14.0761,,-14.0761,,-11.0579,,-10.7402,,-11.9036,
202,56063,300304.XSHE,2024-12-31,2025-03-21,2024-12-31,0.4567,360455418.77,438747807.8,37929870.33,14.0613,12.637,11.225,20.1851,31.7007,79.5459,22.6421,20.1851,1.2911,3.3799,-0.8732,90.6345,7.8354,89.8713,79.8737,17.6366,86.2253,28.3486,,28.3486,,31.2667,,32.0301,,31.5091,
203,56064,600785.XSHG,2024-12-31,2025-03-21,2024-12-31,0.598,103025139.27,116266624.26,11479846.13,6.1219,4.6747,1.2825,1.7951,26.789,98.0991,2.7498,1.7951,17.2181,3.4604,3.0511,78.7183,7.7724,76.3598,99.8234,13.8419,728.1663,0.8391,,0.8391,,16.8573,,0.4295,,-0.8658,
204,56065,688570.XSHG,2024-12-31,2025-03-21,2024-12-31,0.7842,310937489.07,348999306.4,4513079.21,7.9703,7.2981,6.0109,18.2488,44.4241,81.2447,18.8981,18.2488,7.9141,10.8512,-2.0580000000000003,91.7364,1.1863,91.5666,79.0648,19.6962,105.01700000000001,-15.655,,-15.655,,-26.5472,,-20.0068,,-20.0068,
205,56066,603025.XSHG,2024-12-31,2025-03-21,2024-12-31,0.5267,586162278.97,634167533.41,3869086.45,25.7121,25.7961,14.949000000000002,24.674,41.8607,74.923,27.8627,24.674,3.0937,4.6158,0.1368,89.5525,0.5464,100.3266,90.6059,8.9917,35.8563,24.4212,,24.4212,,46.2436,,42.5315,,44.0837,
206,56067,301308.XSHE,2024-12-31,2025-03-21,2024-12-31,1.1988,166542635.13,692721448.65,353818579.25,7.9862,2.6671,3.3047,2.8930000000000002,19.05,96.0334,3.3548,2.8930000000000002,4.4213,3.4643,1.8352,117.4788,60.0042,33.3964,101.5997,-6.8127,-171.7489,72.4786,,72.4786,,155.291,,160.3438,,160.2415,
207,56068,603727.XSHG,2024-12-31,2025-03-21,2024-12-31,0.3569,115389121.0,217046212.23,-16448630.61,3.1255,3.5869,1.9654,3.8082,16.2317,91.7793,4.1852,3.8082,0.7475,2.548,-0.0724,200.3217,-15.1812,114.7631,72.2639,0.4495,5.4683,46.762,,46.762,,204.4507,,233.2143,,233.2135,
208,56071,600702.XSHG,2024-12-31,2025-03-22,2024-12-31,1.0378,400507500.01,577591525.93,-5774169.92,4.9239,5.7033,2.97,6.3545,65.5171,89.2181,10.5962,6.3545,23.824,10.1747,-0.4888,112.4673,-1.1243,115.8291,107.6494,-13.2079,-122.501,-24.4147,,-24.4147,,-75.3375,,-80.7717,,-80.458,
209,56072,603656.XSHG,2024-12-31,2025-03-22,2024-12-31,0.1171,8419669.32,6991778.19,2523024.45,1.6513,0.6476,1.252,3.6039,39.6012,98.7599,4.6203,3.6039,18.8703,10.1185,-2.5180000000000002,27.9586,10.089,39.2167,102.8903,18.5194,1493.3755,10.6776,,10.6776,,285.0668,,141.1353,,89.89399999999999,
210,56073,688366.XSHG,2024-12-31,2025-03-22,2024-12-31,1.8030000000000002,379096331.64,453709267.34,26917607.47,7.4910000000000005,6.7543,5.2892,13.947000000000001,69.8766,83.1814,18.3404,13.947000000000001,28.9454,16.4106,-1.8054,97.3321,5.7745,90.1651,110.9573,24.041999999999998,142.9487,1.6435,,1.6435,,-2.4934,,-8.7385,,1.0395,
211,56074,600882.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2219,46919280.55,53679624.0,70604313.06,2.4835,1.0256,1.4891,2.3457,28.2903,98.8918,3.3762,2.3457,19.0343,5.5491,1.0363,33.343,43.8558,41.2947,109.4303,10.9569,988.694,-8.9897,,-8.9897,,201.805,,43.0735,,89.161,
212,56075,601963.XSHG,2024-12-31,2025-03-22,2024-12-31,1.4728,5041201000.0,6402142000.0,2481666000.0,8.6742,8.5452,0.6831,40.3605,,53.1983,46.8017,40.3605,,28.4076,,61.3156,38.8128,98.5131,,-151.6663,-324.0616,3.5411,,3.5411,,3.8934,,5.5857,,3.8035,
213,56076,002661.XSHE,2024-12-31,2025-03-22,2024-12-31,0.4245,138281799.87,193624047.12,2448048.62,6.0415,5.7241,1.6812,2.2021,19.3486,95.7602,3.1596,2.2021,6.7583,4.9098,1.8576,144.6222,1.8285,94.7469,108.6161,6.15,145.0555,-11.9117,,-11.9117,,200.9563,,149.2094,,322.3016,
214,56077,600976.XSHG,2024-12-31,2025-03-22,2024-12-31,2.3609999999999998,303394317.27,139055076.41,254493884.08,15.4678,12.9572,8.7087,10.4922,47.7319,96.0326,11.3205,10.4922,35.0411,5.4864,0.3328,35.4171,64.8191,83.7692,120.3315,6.6838,168.4693,-16.8085,,-16.8085,,-30.8573,,-29.7161,,-30.545,
215,56078,601918.XSHG,2024-12-31,2025-03-22,2024-12-31,0.9237,2388130123.99,3589705695.3,136063114.54,16.4602,16.4271,6.6288,21.0837,42.7278,71.795,29.2975,21.0837,0.4536,6.6051,3.9548,96.3316,3.6513,99.79899999999999,114.85,27.1692,96.3275,-0.9156,,-0.9156,,10.0141,,11.5761,,13.444,
216,56079,000407.XSHE,2024-12-31,2025-03-22,2024-12-31,0.1332,98672063.52,167455555.47,32514236.61,4.0138,3.378,2.0438,3.2896,16.1533,96.0373,4.4406,3.2896,5.6094,3.0502,1.9458,89.0454,17.2896,84.1613,108.1512,7.5197,189.7636,-9.65,,-9.65,,-33.6504,,-34.9317,,-23.5678,
217,56080,601328.XSHG,2024-12-31,2025-03-22,2024-12-31,1.2602,92726000000.0,103351000000.0,24303000000.0,8.3846,8.3075,0.6507,36.2662,,60.223,39.777,36.2662,,29.8996,,76.3933,23.4868,99.0811,,-22.0717,-55.4886,0.8661,,0.8661,,3.9424,,1.0477,,0.9253,
218,56081,688195.XSHG,2024-12-31,2025-03-22,2024-12-31,0.5363,66356267.95,66798494.26,6199436.43,7.6056,7.2754,5.7034,15.2851,37.5956,84.9938,16.6004,15.2851,3.404,7.824,-0.3224,92.851,8.6173,95.65799999999999,90.9705,15.6813,104.499,30.9579,,30.9579,,62.0413,,64.9449,,66.5267,
219,56082,600748.XSHG,2024-12-31,2025-03-22,2024-12-31,-0.1579,-372763397.69,-131065983.66,229799383.49,-2.7612,-3.5336,-1.0449,-12.8159,26.6901,105.2556,1.3899,-12.8159,3.6389,12.9841,13.7884,82.603,-144.8287,127.9713,127.1869,-51.1631,973.4931,-74.6956,,-74.6956,,-96.9688,,-163.3614,,-325.7616,
220,56083,603809.XSHG,2024-12-31,2025-03-22,2024-12-31,0.5019,315233179.73,393950191.01,-28071362.53,12.2151,11.9644,5.5609,13.5823,33.9839,83.3059,16.1,13.5823,0.7486,5.8753,3.6703,104.4513,-7.4428,97.9477,94.5628,25.9085,155.1953,21.2873,,21.2873,,75.064,,77.0843,,76.8699,
221,56084,600835.XSHG,2024-12-31,2025-03-22,2024-12-31,0.9165,732031615.16,1307057373.72,371350375.65,6.8963,5.3858,3.7341,6.5341,16.0133,93.6804,7.097,6.5341,2.8766,4.0116,-1.3638,87.8108,24.9481,78.0972,90.639,4.3389,68.658,-7.3414,,-7.3414,,-12.866,,-13.5197,,-6.2591,
222,56085,601899.XSHG,2024-12-31,2025-03-22,2024-12-31,1.2059,31692529659.0,43966871858.0,4968585650.0,25.9213,25.6317,10.6522,12.9735,20.3741,85.5201,16.0804,12.9735,0.243,2.5454,0.6683,91.4496,10.3345,98.8828,108.4784,16.0915,111.1299,3.489,,3.489,,52.8865,,48.4305,,51.7589,
223,56086,002420.XSHE,2024-12-31,2025-03-22,2024-12-31,0.2316,16712780.69,19065451.01,50561240.95,18.5249,3.2693,3.9251,3.4095,11.3868,99.2895,3.5019,3.4095,1.1036,4.3124,0.5908,19.5312,51.7964,17.6482,44.0618,-1.4837,-208.8189,18.6645,,18.6645,,145.2534,,143.6396,,144.5853,
224,56087,603758.XSHG,2024-12-31,2025-03-22,2024-12-31,0.3939,200727958.91,242321955.95,-31454522.86,6.9510000000000005,8.0715,5.7209,10.8044,23.936,84.8542,13.2687,10.8044,0.934,5.6985,-1.0645,116.2735,-15.0928,116.1202,124.3961,25.3779,167.55700000000002,-8.0415,,-8.0415,,-30.4717,,-33.6997,,-33.6997,
225,56088,600508.XSHG,2024-12-31,2025-03-22,2024-12-31,0.9901,703836187.79,876029960.86,0.0,5.6299,5.5374,3.3543,7.0042,21.5111,90.7672,9.1954,7.0042,0.314,7.1744,0.7428,99.5063,0.0,98.3567,103.9825,13.4535,145.7146,-13.5678,,-13.5678,,-35.2031,,-32.0273,,-26.1603,
226,56089,600354.XSHG,2024-12-31,2025-03-22,2024-12-31,0.0945,32929535.17,164861386.28,527602.94,7.9794,5.2682,5.9814,10.1222,32.1944,85.7377,14.2129,10.1222,4.7443,10.2854,0.4609,96.0351,0.3073,66.0223,121.277,23.9246,167.7476,-0.1585,,-0.1585,,18.46,,19.8524,,22.2604,
227,56090,603678.XSHG,2024-12-31,2025-03-22,2024-12-31,0.4244,169381398.38,228427445.68,3329549.2,3.5685,3.1074,2.2428,6.2553,31.2298,91.8463,7.6258,6.2553,6.1206,11.107999999999999,0.9483,108.45100000000001,1.5808,87.0771,109.8234,23.3476,286.3416,-20.0391,,-20.0391,,-41.3797,,-44.0956,,-38.9038,
228,56091,603677.XSHG,2024-12-31,2025-03-22,2024-12-31,0.3502,63691151.08,62775420.46,4819134.86,5.8348,5.51,3.0618,3.3652,12.3451,96.8678,3.5415,3.3652,1.1868,3.9488,0.1635,89.5059,6.8712,94.4333,83.66,6.2139,198.3894,13.1051,,13.1051,,-3.9668,,-2.4702,,-2.4702,
229,56092,600610.XSHG,2024-12-31,2025-03-22,2024-12-31,-0.0131,-21365996.59,-20997708.97,0.0,-31.4135,-47.656000000000006,-1.3286,-1.2807,9.0788,101.9094,-1.0418,-1.2807,1.3917,3.9574,3.4199,236.4151,0.0,151.7056,94.1105,22.3999,-1173.1066,-8.8495,,-8.8495,,91.0736,,88.2418,,88.2418,
230,56093,600223.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2396,214624949.5,274723012.08,63980903.83,5.9984,5.2865,4.2906,7.4435,52.6802,93.1019,8.4826,7.4435,36.7266,4.5947,-0.7346,79.3324,18.4759,88.1325,104.7227,5.7413,83.2304,-13.0204,,-13.0204,,-19.4596,,-19.0359,,-19.7312,
231,56094,002240.XSHE,2024-12-31,2025-03-22,2024-12-31,-0.6791,-897396325.02,-554656611.47,191809163.74,-4.9752,-7.1829,-2.9825,-13.8353,2.4229,112.1066,-12.7242,-13.8353,0.2867,8.5907,4.4334,93.3806,-32.2925,144.3733,114.0156,28.7438,-237.4222,-42.3802,,-42.3802,,-177.9472,,-191.5061,,-188.5145,
232,56095,603477.XSHG,2024-12-31,2025-03-22,2024-12-31,1.0166,515874551.57,576676833.56,-3055992.6,16.2858,16.2019,6.3747,8.6445,19.1636,90.5124,7.9225,8.6445,0.6487,4.7732,3.3721,109.2741,-0.5791,99.4844,99.0469,20.8134,219.3762,50.4251,,50.4251,,176.4339,,181.3521,,180.3584,
233,56096,603078.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2558,91579718.43,86030866.87,2180643.87,5.5912,5.1913,3.0541,7.4081,25.3135,92.1736,8.3203,7.4081,1.8681,9.9443,-0.4513,94.8487,2.4042,92.8491,68.8556,9.6666,123.5124,6.7318,,6.7318,,9.402999999999999,,21.2529,,-6.2878,
234,56097,002539.XSHE,2024-12-31,2025-03-22,2024-12-31,0.6661,717366354.99,714530901.79,24775489.77,9.4129,8.3937,3.7112,4.0194,10.708,96.4942,4.4856,4.0194,1.4389,2.779,0.9062,78.3397,2.7163,89.1728,70.0491,3.0929,88.221,-6.3675,,-6.3675,,-10.1366,,-6.1722,,-9.7985,
235,56098,600055.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2238,142416193.02,162879768.84,3519808.95,3.32,3.0049,2.9198,10.4072,36.554,89.3148,10.7154,10.4072,14.3931,4.5657,-4.9037,97.6148,2.1094,90.5086,102.124,14.3177,133.9965,23.2628,,23.2628,,-23.4312,,-16.858,,-16.5415,
236,56099,002121.XSHE,2024-12-31,2025-03-22,2024-12-31,-0.2793,-476944827.42,-82839104.48,-86917323.8,-64.4396,-66.2513,-6.3333,-11.0874,29.4546,101.8695,-10.2027,-11.0874,7.9831,9.1526,5.0438,18.1792,19.0742,102.8114,100.7853,18.3337,-980.6579,5.5009,,5.5009,,-18.2641,,8.0079,,12.2414,
237,56100,600563.XSHG,2024-12-31,2025-03-22,2024-12-31,4.6186,1023830576.68,1182459912.85,33780952.06,20.811,20.5032,14.7608,21.8447,33.3749,75.2196,25.115,21.8447,1.1304,3.3029,-0.0585,98.4824,2.8135,98.5214,94.9519,26.3705,106.4167,22.9898,,22.9898,,1.3479,,1.4148,,1.4791,
238,56101,601088.XSHG,2024-12-31,2025-03-22,2024-12-31,2.9530000000000003,60125000000.0,83712000000.0,4873000000.0,14.0435,14.3916,10.6917,20.3517,34.04,75.2606,26.1136,20.3517,0.1451,3.0558,0.0381,97.5744,5.68,102.4782,103.4128,27.5871,111.5109,-1.3697,,-1.3697,,-3.2889,,-1.0532,,-1.7137,
239,56102,601898.XSHG,2024-12-31,2025-03-22,2024-12-31,1.4574,19102472000.0,29225631000.0,2564181000.0,13.0546,12.9057,7.0559,13.1754,24.8787,84.5693,16.6239,13.1754,0.5691,2.9104,1.261,92.5458,8.1197,98.8591,110.3609,18.0254,116.815,-1.8501,,-1.8501,,-4.8762,,-3.0866,,-1.0807,
240,56103,600084.XSHG,2024-12-31,2025-03-22,2024-12-31,0.0148,3994749.57,-3493575.15,4825824.0,1.2938,0.3107,1.1721,10.3582,58.7713,102.1641,7.354,10.3582,24.2763,25.8344,0.1109,-27.7057,38.271,24.0141,106.2481,-30.7562,1421.2018,-23.689,,-23.689,,190.7569,,258.2092,,352.5121,
241,56104,603993.XSHG,2024-12-31,2025-03-22,2024-12-31,0.6265,13118825942.69,25666273242.18,-416793940.41,20.7287,20.0957,9.0087,7.257000000000001,16.5493,87.9517,11.8604,7.257000000000001,0.0436,0.9987,1.3514,102.1582,-1.6589,96.9464,100.9427,15.203,126.1837,14.3662,,14.3662,,90.1421,,81.2229,,64.0304,
242,56105,688323.XSHG,2024-12-31,2025-03-22,2024-12-31,-0.3182,-57628224.39,-64719471.47,-1514157.14,-5.8971,-5.9335,-2.2858,-16.8925,19.0036,119.0882,-18.4517,-16.8925,1.9745,13.7402,10.872,101.8084,2.3819,100.6169,89.8155,40.561,-212.4923,22.8778,,22.8778,,-202.9395,,-192.174,,-192.174,
243,56106,002136.XSHE,2024-12-31,2025-03-22,2024-12-31,0.0523,17723895.26,-33655141.83,-391724.79,0.9557,1.5048,-1.7213,-1.874,3.5764,101.7838,-1.2813,-1.874,0.6609,1.7105,-0.5848,90.5298,1.0537,157.4588,62.5237,-4.8279,270.6537,-10.6272,,-10.6272,,-145.5607,,-161.7107,,-82.5497,
244,56107,603881.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2208,127580624.3,266281618.09,8285633.7,4.1605,4.0155,1.8303,7.6574,30.9988,84.5231,11.1686,7.6574,0.2544,4.3392,5.7469,138.535,4.3107,96.5129,112.9723,73.205,472.995,11.5668,,11.5668,,16.4551,,7.1444,,7.4937,
245,56108,600789.XSHG,2024-12-31,2025-03-22,2024-12-31,0.4391,208583495.88,266111187.92,-7561097.17,10.4813,5.5402,4.5624,6.5513,23.9628,95.7307,6.997999999999999,6.5513,9.1137,3.7562,0.8598,61.3299,-1.7426,52.8574,84.6941,6.4626,151.3721,1.4051,,1.4051,,60.2852,,59.0217,,60.301,
246,56109,300006.XSHE,2024-12-31,2025-03-22,2024-12-31,-0.0832,-118869702.88,-87525471.55,-18877654.65,-4.4391,-6.0097,-2.7873,-10.0665,64.3882,111.0012,-13.3009,-10.0665,49.8649,17.4972,-2.3708,115.8692,24.9909,135.3801,121.9001,23.2567,-211.4014,-11.1652,,-11.1652,,-288.2056,,-699.4632,,-883.5464,
247,56110,600388.XSHG,2024-12-31,2025-03-22,2024-12-31,0.6538,761481652.6,957469972.75,54739624.6,9.2683,8.4991,3.1591,8.2119,24.8365,90.4439,9.807,8.2119,2.8643,6.0847,1.0211,98.1219,5.6097,91.7001,80.1423,21.7253,227.3442,-8.6862,,-8.6862,,42.9368,,62.7896,,63.1531,
248,56111,600874.XSHG,2024-12-31,2025-03-22,2024-12-31,0.514,723130878.23,1190245964.66,1550409.92,8.5914,7.6965,3.5096,18.0356,39.7843,75.3442,21.6114,18.0356,0.2087,5.1521,7.1462,113.6748,0.1481,89.5839,85.7362,28.6283,116.1119,3.4805,,3.4805,,-5.385,,-3.6285,,-6.7032,
249,56112,601919.XSHG,2024-12-31,2025-03-22,2024-12-31,3.0763,49017179110.85,60879184489.97,4817936161.6,22.7959,22.7572,11.5402,23.6875,29.5411,73.9676,28.6485,23.6875,0.4152,3.6542,-1.5962,91.0145,7.2028,99.8303,100.1489,29.6388,113.8532,33.2888,,33.2888,,102.3022,,95.0762,,105.7844,
250,56113,002516.XSHE,2024-12-31,2025-03-22,2024-12-31,0.1112,134728010.86,215432357.67,5278747.54,4.4717,3.6851,3.5701,7.6396,22.1639,89.73299999999999,9.3561,7.6396,0.9085,6.7601,0.1945,110.7304,2.7132,82.4084,58.6355,10.2822,100.1484,16.3485,,16.3485,,-9.4129,,-5.7167,,-14.4956,
251,56114,300080.XSHE,2024-12-31,2025-03-22,2024-12-31,-0.4544,-946514509.63,-732975762.57,-3464360.62,-14.0538,-15.6248,-6.9677,-30.5883,1.5044,121.4184,-32.3021,-30.5883,0.4829,8.2066,8.293,66.4935,0.3143,111.1782,116.1931,-1.2346,5.7641,-65.3773,,-65.3773,,-22975.6605,,-3892.7121,,-1948.1973,
252,56115,603113.XSHG,2024-12-31,2025-03-22,2024-12-31,-0.0683,-129054712.62,-308628004.77,-11737266.96,-0.6658,-1.4846,-0.3103,-0.3558,1.8091,101.8975,-0.6848,-0.3558,0.1214,1.1953,1.2423,342.8777,13.0398,222.9968,106.2942,1.3314,-70.1653,11.5286,,11.5286,,-247.5013,,-142.1259,,-142.1259,
253,56116,603912.XSHG,2024-12-31,2025-03-22,2024-12-31,0.0662,16734567.15,9480431.61,20815122.22,1.8986,0.8859999999999999,1.1529,4.4605,20.9006,98.8234,4.4728,4.4605,8.3698,3.6503,0.4239,25.0225,54.9392,46.6674,95.8653,5.8481,497.0221,26.8028,,26.8028,,-2.2527,,1.8532,,1.3877,
254,56117,603919.XSHG,2024-12-31,2025-03-22,2024-12-31,0.7652,388283957.65,457217154.92,-152486.33,11.6734,11.6775,8.4485,12.5932,60.9236,84.8667,16.0799,12.5932,19.7257,10.0757,-0.6416,98.3179,-0.0328,100.0349,113.1657,18.4686,122.0391,18.5922,,18.5922,,22.4921,,17.945,,18.0277,
255,56118,300697.XSHE,2024-12-31,2025-03-22,2024-12-31,0.3927,127537689.2,153049388.96,-408498.94,11.9935,11.7049,7.7453,5.0772,10.6483,94.09700000000001,5.6781,5.0772,0.733,1.8336,0.3707,103.0406,-0.275,97.5938,107.9728,-0.9998,-16.9377,8.3731,,8.3731,,-10.8367,,-3.6245,,-3.6249,
256,56119,601990.XSHG,2024-12-31,2025-03-22,2024-12-31,0.2717,998754139.77,1286887594.82,1109664403.88,5.7162,5.6997,1.5731,32.0566,,59.1138,40.8862,32.0566,,44.4494,,13.8523,86.7345,99.7114,,95.0371,232.4427,27.1167,,27.1167,,50.7272,,47.6992,,47.9502,
257,56120,000688.XSHE,2024-12-31,2025-03-22,2024-12-31,-0.1007,-90184138.9,46380004.54,16207111.25,-3.7960000000000003,-3.0409,-1.2956,-6.087999999999999,27.9225,97.5815,-0.9819,-6.087999999999999,0.4233,12.9542,6.4238,-84.2145,-29.4281,80.1072,82.5803,11.7831,487.2156,60.3682,,60.3682,,-124.9483,,-494.3727,,-279.51099999999997,
258,56121,600548.XSHG,2024-12-31,2025-03-22,2024-12-31,0.5251,1074021625.75,1319107943.62,1027767849.09,5.1739999999999995,4.8531,1.8039,13.175999999999998,31.5963,85.7327,19.4157,13.175999999999998,0.1373,4.976,11.2294,75.0164,58.4482,93.79700000000001,77.6354,40.2058,281.8046,-0.5337,,-0.5337,,-40.4291,,-48.9397,,-50.7971,
